month_date_yyyymm,postal_code,zip_name,flag,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
202007,20732,"chesapeake beach, md",*,387000,0.1568,,29,0.0357,,26.5,-0.369,,24,0.2,0.2,4,,,4,-0.5,-0.8,17,0,1.125,169.4694073,-0.1088,0.0178,2391,0.1284,0.1397,398974,0.0109,-0.0559,46,0.0222,-0.303,0.5862,-0.0209,0.4483
202007,80229,"denver, co",,324950,0.0236,0.006,49,0.0208,-0.4948,23,0.2778,0.4375,56,-0.0667,-0.44,8,,,12,-0.25,-0.8235,190,-0.05,0.2752,228.3152627,-0.0199,0.0753,1335.5,0.0393,-0.0515,323182,0.0472,0.0229,239,-0.0363,-0.0285,3.8776,-0.2891,2.3415
202007,16066,"cranberry township, pa",*,512500,0.0643,,71,-0.1125,,55.5,-0.4,,32,-0.1111,-0.4286,4,,,16,-0.3333,-0.6923,109,0.1122,0.2824,0,,,0,,,589885,0.0279,0.1521,180,0.0112,-0.1388,1.5352,0.3102,0.8497
202007,80545,"red feather lakes, co",,385950,-0.1952,0.017,22,-0.2143,-0.5217,47,-0.0309,-0.06,8,0,-0.5,0,,-1,8,,-0.3333,17,0.4167,0.0625,231.9772763,0.0383,0.0866,1907,-0.0253,-0.0124,474110,-0.0497,0.0473,39,-0.025,-0.371,0.7727,0.3442,0.4249
202007,62707,"springfield, il",*,169950,-0.0207,0.1148,41,0.025,-0.18,398,0.0742,,4,-0.5,-0.5,0,,,4,-0.5,-0.6667,27,-0.1,-0.0357,104.371345,0.002,0.2031,1870.5,-0.0622,0.0698,209406,-0.0243,0.1388,68,-0.0286,-0.1282,0.6585,-0.0915,0.0985
202007,15235,"pittsburgh, pa",*,132300,0.0173,,51,-0.0727,,39,-0.3276,,28,-0.4167,-0.4167,0,,,20,1.5,-0.5455,130,0.1607,0.2871,70.71969697,-0.0459,,1276,0.0028,,170324,-0.0656,0.1541,181,0.0838,-0.293,2.549,0.5127,1.8974
202007,43420,"fremont, oh",*,125050,0.0416,,34,-0.1707,,67.5,0,,16,-0.4286,-0.3333,0,,,4,-0.75,-0.8571,74,-0.0633,0.0882,78.90582485,0.0736,-0.0363,1965.5,0.0323,0.2624,172369,0.0876,0.1179,108,-0.1,-0.325,2.1765,0.2496,1.4373
202007,53593,"verona, wi",*,507450,0.0573,0.0914,69,-0.1585,,71,-0.2366,0.2566,32,-0.2,0,4,-0.5,0,16,0,-0.2,106,0.0816,0.3947,192.0674038,0.0621,0.0701,2739,0.0016,0.0618,620996,-0.0016,0.2131,175,-0.0278,0.0116,1.5362,0.3411,0.7527
202007,7416,"franklin, nj",,244050,0.1154,0.2512,18,0.2,-0.4,21,-0.3636,-0.6769,12,0,0.5,0,,,0,,,0,,,0,,,0,,,244704,0.0337,0.2866,18,0.2,-0.4,0,0,0
202007,32701,"altamonte springs, fl",,197500,0.1934,-0.0319,72,0.2632,0.1077,43.5,-0.2301,-0.0333,48,0.2,1,4,,,24,0,0.5,56,0.1915,0.2174,143.3683395,0.0566,0.0307,1411.5,0.0097,-0.0191,220668,0.0869,0.0415,128,0.2308,0.1532,0.7778,-0.0468,0.0701
202007,28217,"charlotte, nc",*,249550,-0.0117,0.1617,14,0.4,-0.2222,36,-0.234,,16,1,-0.2,0,-1,,4,,,13,0.1818,-0.1333,151.4403292,-0.025,0.0457,1415,0.0802,-0.0973,372579,-0.0941,0.4044,27,0.2857,-0.1818,0.9286,-0.1714,0.0952
202007,15101,"allison park, pa",*,514950,0.0047,,34,-0.2444,,48,-0.4483,,20,-0.375,0,0,,,16,0,-0.4286,60,0.1538,0.0909,165.0619869,0.0766,,1634.5,-0.178,,564145,0.0286,0.2974,94,-0.0309,-0.2167,1.7647,0.6092,0.9186
202007,8535,"millstone township, nj",*,854500,0.0005,0.1393,46,-0.08,,71,-0.4343,-0.0839,12,-0.25,2,0,,,4,,-0.75,20,0.1111,,132.2115053,-0.0891,-0.1397,2878.5,-0.0074,0.092,896426,0.0012,0.0703,66,-0.0294,0.1,0.4348,0.0748,0.4348
202007,13625,"colton, ny",*,164050,-0.0027,0.025,13,-0.35,,200.5,-0.0653,0.0693,0,-1,-1,0,,,0,,-1,11,0.8333,2.6667,146.6226708,0.0733,0.2542,1120,-0.0517,-0.1704,197890,0.0107,0.2001,24,-0.0769,-0.1429,0.8462,0.5462,0.7262
202007,27534,"goldsboro, nc",*,189050,-0.0902,,25,-0.4186,,58,0.1262,,8,-0.7143,-0.7143,0,,,4,-0.6667,-0.875,49,0.0652,0.1136,86.53156076,-0.1163,-0.0912,2087.5,0.0686,-0.0603,192607,-0.1111,-0.2044,74,-0.1685,-0.5287,1.96,0.8902,1.5706
202007,33838,"dundee, fl",*,223950,0.0297,0.1198,26,-0.2121,,45,-0.6,-0.3023,12,0,-0.25,8,1,-0.5,0,,-1,35,0.5217,0.8421,127.0340006,0.0017,0.0597,1696,0.0168,0.1013,219034,0.0327,0.1625,61,0.0893,0.1091,1.3462,0.6492,0.8184
202007,18069,"orefield, pa",*,421950,-0.0345,0.0394,19,-0.0952,,446.5,0.0746,3.0045,8,1,0,0,,,4,0,,1,,,161.3552543,0.0293,0.305,2475,-0.0481,0,475736,-0.0309,0.1098,20,-0.0476,-0.4595,0.0526,0.0526,0.0526
202007,60558,"western springs, il",*,725000,0.0402,,66,-0.1081,-0.2747,44,0.3134,-0.12,24,-0.4,-0.3333,0,,,16,0,-0.3333,50,0.1628,0.1628,255.3272049,-0.0103,0.0708,2473.5,0.0242,0.1094,834452,0.0156,0.1379,116,-0.0085,-0.1343,0.7576,0.1765,0.285
202007,28613,"conover, nc",*,241050,0.0435,-0.2275,24,-0.04,,43,-0.4591,-0.2389,16,1,-0.3333,0,,,12,2,0,24,-0.04,0.2,127.0731583,0.0489,-0.0225,1857,-0.0234,-0.0757,277986,-0.0245,-0.1578,48,-0.04,-0.3043,1,0,0.5918
202007,83341,"kimberly, id",*,450050,0.0286,0.5128,18,-0.1818,,73.5,0.073,,8,1,-0.3333,0,,,4,0,-0.5,22,0.2941,,149.3758071,-0.0072,-0.0148,3521.5,0.036,0.582,565530,0.0665,0.2526,40,0.0256,0.1429,1.2222,0.4495,1.2222
202007,83316,"buhl, id",*,352550,-0.0724,,22,-0.1852,,59.5,-0.2917,,8,-0.3333,-0.3333,0,,,8,0,-0.3333,24,0.5,,132.9266767,-0.0506,0.1512,2327,-0.1381,0.0871,381009,-0.0692,0.0988,46,0.0698,0.0952,1.0909,0.4983,1.0909
202007,77318,"willis, tx",*,299500,0,0.0513,144,-0.0526,,70,-0.0667,-0.0278,48,0.0909,0,4,-0.8333,,52,0.0833,0,86,0,0.5926,132.996633,0.0065,0.0689,2280.5,-0.0145,-0.01,383206,0.0268,0.0883,230,-0.0336,0.0088,0.5972,0.0314,0.2869
202007,75058,"gunter, tx",,448995,-0.0529,-0.0395,19,-0.2083,-0.2692,66,0.0313,-0.102,4,-0.5,0,0,,,12,0,0,13,0.0833,0,138.4863849,-0.004,-0.1109,3343.5,-0.0296,0.1267,470042,0.0122,-0.0579,32,-0.1111,-0.1795,0.6842,0.1842,0.1842
202007,86303,"prescott, az",*,544050,0.0074,,135,-0.1234,,64,0.0756,,60,0.3636,-0.1667,0,,,44,-0.1538,-0.5417,118,0.1132,0.2826,226.8033941,0.0291,0.104,2537.5,0.0077,-0.0041,677987,0.0522,0.1621,253,-0.0269,-0.2167,0.8741,0.1858,0.4758
202007,63367,"lake saint louis, mo",,362450,-0.0077,0.0402,168,-0.0667,0.0182,116.5,-0.0169,0.3239,64,0.1429,0.2308,16,-0.4286,,40,0,0.4286,147,0.2458,0.5155,154.7075437,0.0023,-0.0012,2369.5,-0.0117,0.0273,382267,-0.0095,0.0125,315,0.057,0.2023,0.875,0.2194,0.2871
202007,68787,"wayne, ne",,163550,0,0.0907,18,-0.0526,-0.1429,94.5,0.1317,0.1739,4,0,0,0,,,0,,-1,10,0,4,96.89922481,-0.026,0.3328,1692,0,0.0036,202879,0.0858,0.397,28,-0.0345,0.2174,0.5556,0.0292,0.4603
202007,30363,"atlanta, ga",,356000,-0.067,-0.0111,117,-0.064,-0.1069,69.5,0.1681,0.287,20,-0.6429,-0.5,0,,-1,16,-0.4286,-0.6,43,0.1622,-0.2833,269.8079275,0.0017,0.0861,964.5,-0.0788,0.0898,403914,-0.014,-0.0226,160,-0.0123,-0.1623,0.3675,0.0715,-0.0905
202007,89060,"pahrump, nv",,307450,0.1764,0.1827,27,0.2273,0.2273,39,-0.4658,-0.4658,8,0,1,0,,,4,0,-0.5,0,,-1,146.9422423,0.0305,0.004,2046,0.1313,0.1156,376557,0.2093,0.177,27,0.2273,0.08,0,0,-0.1364
202007,34714,"clermont, fl",*,289170,-0.0004,0.0515,66,-0.1538,,62,-0.0313,0.3191,24,-0.4,-0.1429,12,-0.25,2,12,-0.4,-0.25,94,-0.1215,0.6491,148.7914274,0.027,0.0634,1926,-0.0118,-0.0216,311181,0.0184,0.0781,160,-0.1351,0.2903,1.4242,0.0524,0.5735
202007,37375,"sewanee, tn",*,479050,0.0668,0.1542,13,-0.1333,,145.5,0.2075,,0,-1,-1,0,,,0,-1,,8,0,1.6667,189.3719807,-0.0943,0.1352,2400,0.0762,-0.0352,492209,0.0471,0.0698,21,-0.087,-0.3226,0.6154,0.0821,0.5082
202007,55614,"silver bay, mn",*,169050,-0.0027,,27,0.35,,31,-0.2346,,12,0.5,2,0,,,8,1,,16,0.1429,0.2308,119.8186528,-0.0174,0.1632,1600,0.1713,-0.2293,343505,0.0585,-0.3609,43,0.2647,0.3438,0.5926,-0.1074,-0.0916
202007,49682,"suttons bay, mi",*,459050,-0.2052,-0.002,25,-0.1379,,138.5,-0.0888,,4,-0.5,-0.6667,0,,,8,1,0,15,0.25,,280.2790698,-0.0248,0.4487,1778,0,-0.233,710103,-0.013,0.1245,40,-0.0244,-0.2593,0.6,0.1862,0.6
202007,48911,"lansing, mi",*,89950,-0.0487,,38,-0.2245,,56.5,0.2283,,32,-0.2,-0.1111,0,,,8,-0.3333,-0.75,85,0.2879,0.1039,78.16713862,-0.0047,-0.1163,1228.5,0.0161,-0.1373,153678,0.098,-0.0359,123,0.0696,-0.259,2.2368,0.8899,1.3717
202007,18080,"slatington, pa",*,296050,-0.0194,,33,-0.1316,,132.5,0.2045,,12,-0.25,-0.4,0,,,8,-0.5,-0.6667,0,,-1,124.4,-0.0112,0.26,2075,-0.0349,0.169,338477,-0.032,0.1432,33,-0.1316,-0.7,0,0,-0.028
202007,95519,"mckinleyville, ca",*,559900,0.3842,,13,-0.2353,-0.5667,25,-0.2537,-0.1803,12,0,-0.4,0,,,4,0,-0.6667,0,-1,-1,265.2767793,0.1036,0.0642,1391,-0.0576,-0.1196,664728,0.111,0.3263,13,-0.3158,-0.6176,0,-0.1176,-0.1333
202007,89156,"las vegas, nv",,249950,0.02,0.0865,57,-0.1094,-0.3372,48.5,-0.0673,0.2763,24,0.2,-0.4,4,,,12,0.5,-0.75,0,,-1,163.5543283,0.0188,0.1298,1493,0.0332,0.0455,292956,0.0537,0.3065,57,-0.1094,-0.4356,0,0,-0.1744
202007,6241,"dayville, ct",,244950,-0.0004,0.0533,13,-0.4091,-0.6061,38,0.2459,-0.1739,4,-0.5,-0.6667,0,,,4,,0,1,0,,175.1948052,0.0501,0.0851,1550,0.0469,0.0032,307164,0.0063,0.1391,14,-0.3913,-0.5758,0.0769,0.0315,0.0769
202007,32903,"indialantic, fl",*,499050,-0.001,-0.0018,80,-0.1753,,81,-0.0743,0.3966,28,0,0,0,,,20,-0.375,-0.5,86,0,0.2286,222.1642961,-0.0087,0.0163,2295,0.0394,0.0042,668917,0.0412,0.1291,166,-0.0929,-0.1263,1.075,0.1884,0.4917
202007,37419,"chattanooga, tn",*,465050,-0.0681,,19,-0.05,,57.5,-0.2857,,8,1,-0.3333,0,,,4,0,-0.5,28,0.037,,161.9002325,-0.0655,-0.0407,3113,-0.0205,0.0308,1290905,0.0462,1.0893,47,0,-0.0408,1.4737,0.1237,1.4737
202007,81615,"snowmass village, co",*,1622550,0.1843,0.088,152,0.1095,,157,-0.1105,-0.1054,20,0,0,0,,,8,0,-0.6,0,,-1,861.6661964,0.0779,0.0659,2122.5,0.0382,0.0682,2736046,0.0922,-0.0843,152,0.1095,-0.1314,0,0,-0.1438
202007,92627,"costa mesa, ca",*,1045049.5,0.0773,0.1001,70,-0.0909,,40,-0.0476,-0.1111,52,0.3,0.0833,0,,,20,0,-0.6667,57,0.2667,0.0556,536.6480605,0.0022,0.0466,1829,0.0136,-0.0279,1139215,0.0217,0.0668,127,0.041,-0.3775,0.8143,0.2299,0.4543
202007,49615,"bellaire, mi",*,242450,0.2383,,51,-0.0377,,75.5,-0.4147,,16,0,0.3333,0,,,4,-0.5,-0.8,26,0.3,,105.2694417,0.0026,0.014,1956,0.2074,0.0452,305466,0.0972,0.0301,77,0.0548,-0.3583,0.5098,0.1324,0.5098
202007,71203,"monroe, la",*,257300,0.0674,,91,-0.1333,,65,-0.2935,,32,0,-0.2,0,,,28,-0.3,-0.5333,77,0,,113.2075472,0.0037,0.1089,2014.5,-0.0261,0.0146,264247,0.0338,0.1145,168,-0.0769,-0.3333,0.8462,0.1128,0.8462
202007,77024,"houston, tx",,1215050,-0.0276,0.1455,390,-0.0152,-0.141,70,-0.0476,-0.0604,96,-0.1111,0.1429,4,,,104,0.1304,-0.2778,91,0.1818,0.1519,303.6470597,0.0044,0.0079,3785.5,-0.0077,0.0968,1781994,0.0129,0.1373,481,0.0169,-0.0976,0.2333,0.0389,0.0593
202007,37650,"erwin, tn",,194950,0.0922,0.0828,14,0.2727,-0.5172,49.5,0.5469,-0.3851,4,-0.5,-0.6667,0,,,4,0,-0.5,11,-0.0833,-0.1538,113.5989517,0.0994,0.0927,1829.5,0.1142,0.089,332355,0.2696,0.4028,25,0.087,-0.4048,0.7857,-0.3052,0.3374
202007,98118,"seattle, wa",,649950,0.0441,0.0611,62,-0.0313,-0.4038,48,0.1852,0.1566,48,0.2,0,0,,,12,-0.25,-0.625,52,0.0612,0.625,405.8734937,0.0306,0.0773,1680,0.009,-0.0615,779976,-0.0026,-0.0844,114,0.0088,-0.1618,0.8387,0.0731,0.531
202007,62226,"belleville, il",*,256950,0.0486,0.7599,93,-0.0211,-0.2619,117.5,0.0398,,32,0,-0.1111,0,,,12,-0.4,-0.7273,74,0.0882,0.0725,93.1925911,0.0022,0.2139,1510,0,-0.0934,198271,0.0038,0.1623,167,0.0245,-0.1436,0.7957,0.0799,0.2481
202007,65265,"mexico, mo",*,112550,0.098,-0.1461,69,0.0781,,43.5,-0.3786,-0.2689,32,0,-0.3333,0,,,16,-0.2,1,40,0,0.2903,71.19871134,0.0109,-0.0801,1605.5,-0.004,0.0278,140875,0.0127,-0.152,109,0.0481,-0.2483,0.5797,-0.0453,0.3078
202007,33436,"boynton beach, fl",*,246050,-0.0718,,263,-0.09,-0.1115,113.5,0.0225,,80,-0.1304,-0.1304,4,0,,44,-0.2143,-0.3529,175,0.0417,0.0355,146.0112578,-0.04,-0.073,1714.5,-0.013,-0.0023,300288,-0.0313,-0.0625,438,-0.0416,-0.0581,0.6654,0.0841,0.0945
202007,19144,"philadelphia, pa",,125050,0.0008,-0.2326,55,0,-0.4608,57,-0.2785,0.1287,24,0,-0.1429,0,,,24,0.2,-0.25,7,-0.125,-0.6316,108.239803,0.1707,0.1478,1260,-0.033,-0.2164,160518,0.0271,-0.0667,62,-0.0159,-0.4876,0.1273,-0.0182,-0.059
202007,11104,"sunnyside, ny",,432550,-0.0281,-0.1991,37,0.1563,0.85,49.5,-0.4975,0.1124,16,3,3,0,,,8,,,9,0.8,2,0,-1,-1,0,-1,-1,490694,-0.0816,-0.0671,46,0.2432,1,0.2432,0.087,0.0932
202007,98380,"seabeck, wa",,637300,0.063,-0.2494,14,0.2727,-0.2222,69.5,-0.2606,0,8,1,1,0,,,0,,-1,9,0.125,0,226.5563436,0.1129,-0.083,2892,0.0463,0.0347,858608,0.1139,-0.0849,23,0.2105,-0.1481,0.6429,-0.0844,0.1429
202007,1262,"stockbridge, ma",*,579500,0.1037,,35,-0.0278,,127.5,-0.3826,,8,1,0,0,,,4,-0.5,-0.6667,13,0.8571,0.625,248.5110991,-0.0049,-0.0387,2130,0,0,1118972,0.1095,0.2259,48,0.1163,-0.3043,0.3714,0.177,0.2403
202007,47390,"union city, in",*,71000,0.1442,0.2781,25,-0.3243,,153,0.7288,0.5533,4,0,-0.5,0,,,0,-1,,8,0.1429,7,57,0,0.8183,1450,0.0269,0.0236,83172,0.0158,0.1383,33,-0.25,0,0.32,0.1308,0.2888
202007,81230,"gunnison, co",,485050,-0.0806,-0.0918,79,0.0972,0.0128,63.5,0.0583,0.0855,16,-0.2,-0.2,0,,,12,0,0.5,26,-0.037,-0.0714,278.8304283,0.0082,0.0675,1991,0.0035,-0.1275,670048,-0.0216,-0.1346,105,0.0606,-0.0094,0.3291,-0.0459,-0.0299
202007,97230,"portland, or",*,399500,0.0062,,51,-0.0377,,49.5,0.0645,,44,0.375,-0.3125,28,0.1667,,28,-0.2222,-0.4167,70,-0.0411,34,205.1564321,-0.029,0.0308,1945,0.0213,0.0283,400185,-0.0017,0.066,121,-0.0397,0.2222,1.3725,-0.0048,1.3519
202007,99003,"chattaroy, wa",,667550,0.1669,0.1528,13,0.625,-0.48,29,-0.284,-0.463,8,-0.3333,0,0,,,4,,0,9,0.5,-0.25,195.9247649,-0.0201,0.1113,2746.5,-0.1382,-0.0989,995738,0.1767,0.6962,22,0.5714,-0.4054,0.6923,-0.0577,0.2123
202007,40212,"louisville, ky",*,63800,0.0624,,31,-0.2619,,143.5,0.1344,,8,0,-0.6667,0,,,8,1,-0.3333,27,0.1739,0.08,56.30630631,0.0949,0.4636,1272.5,0.0196,0.0766,75565,0.1162,0.487,58,-0.1077,-0.2368,0.871,0.3233,0.3808
202007,19118,"philadelphia, pa",,1695050,-0.016,0.3089,33,0.0645,-0.1081,109,-0.2044,0.2824,12,0,0,0,,,0,,-1,4,-0.2,-0.3333,269.1024537,-0.105,-0.0878,3574,0.189,0.1404,1676602,-0.0097,0.2064,37,0.0278,-0.1395,0.1212,-0.0401,-0.041
202007,12721,"bloomingburg, ny",*,289050,0.1051,-0.0647,53,0.0392,,105.5,0.3613,0.2945,8,-0.6,-0.5,0,,,4,,-0.6667,17,0.1333,,133.2916667,0.0299,0.0253,2100,0.0214,-0.125,280331,0.0848,-0.0401,70,0.0606,0.1111,0.3208,0.0266,0.3208
202007,12569,"pleasant valley, ny",,399500,0.0011,0.1098,68,0.0149,-0.2766,87.5,0.129,0.3158,32,0.6,1,0,,,16,3,-0.2,44,0.3333,0.76,168.8532556,-0.0012,0.0724,2703.5,0.0818,0.2096,617210,0.0473,0.2382,112,0.12,-0.0588,0.6471,0.1545,0.3811
202007,91108,"san marino, ca",,2919050,-0.0333,0.0692,40,-0.0909,-0.3548,51,-0.0192,-0.0893,20,1.5,0,0,,,4,0,-0.75,13,0.3,0.1818,906.8779281,-0.002,0.0212,3098,-0.0034,-0.0261,3409731,-0.032,-0.0044,53,-0.0185,-0.274,0.325,0.0977,0.1476
202007,4730,"houlton, me",*,88750,0.1129,-0.0411,51,-0.0192,,130,-0.4444,0.3472,12,0.5,0,0,,,8,1,-0.5,4,1,3,65.37620596,0.0129,0.0717,1456,0.0445,-0.1197,117428,0.0352,0.0286,55,0.0185,-0.2667,0.0784,0.04,0.0649
202007,21875,"delmar, md",,265045,-0.0038,0.2356,32,0.2308,-0.3333,80.5,-0.1869,0.809,12,,0,0,,,4,0,-0.5,1,-0.5,-0.75,132.6562073,-0.0255,0.2878,1952.5,-0.0417,0.0969,257131,-0.0428,0.1483,33,0.1786,-0.3654,0.0313,-0.0457,-0.0521
202007,48028,"harsens island, mi",,389950,0,0.3221,42,0.0769,0.1667,67.5,-0.3779,-0.0625,8,,0,0,,,8,,0,5,0,1.5,193.8753913,0.0286,0.0752,1800,-0.064,0.0286,453598,-0.0116,0.0993,47,0.0682,0.2368,0.119,-0.0092,0.0635
202007,56071,"new prague, mn",*,322500,-0.006,-0.0485,29,-0.275,,46,1.0444,-0.0707,20,-0.2857,-0.2857,0,,,8,1,-0.6,45,0.1538,0.0976,147.9848966,0.0362,0.0082,2035.5,-0.0479,-0.1019,366594,0.0077,-0.0627,74,-0.0633,-0.2673,1.5517,0.5767,0.8684
202007,36093,"wetumpka, al",*,302000,0.0068,,50,-0.1379,,103.5,0.15,,12,0,-0.25,0,,,16,-0.2,0,27,-0.1563,-0.129,110.1862681,-0.0124,0.0574,2786,0.0288,-0.0242,301692,-0.0145,0.0349,77,-0.1444,-0.2804,0.54,-0.0117,0.1321
202007,61755,"mackinaw, il",*,214050,0,,24,0,,111,0.0326,1.1346,12,0.5,-0.4,0,,,0,-1,-1,18,0.0588,0.125,112.4304096,0.0314,0.3951,1931,0.0089,-0.0622,230666,0.106,0.2886,42,0.0244,-0.3115,0.75,0.0417,0.3944
202007,94621,"oakland, ca",*,455050,-0.0845,,29,0.0741,-0.0938,35,0.4286,-0.0411,24,0,0.2,0,,-1,8,,0,28,0.4737,0.037,420.9142153,-0.0535,0.0471,1029,-0.0242,-0.1276,473609,-0.0181,-0.0135,57,0.2391,-0.0339,0.9655,0.2618,0.1218
202007,6062,"plainville, ct",*,229950,-0.0855,0.0648,54,0.0385,-0.3793,29,-0.1714,,36,0.2857,0.2857,0,,,8,0,-0.6,0,,,143.7325516,0.0411,0.0416,1518,-0.0405,0.012,240510,-0.0778,0.0337,54,0.0385,-0.3793,0,0,0
202007,60515,"downers grove, il",,475000,-0.0775,0.1175,150,-0.0506,-0.2857,44.5,-0.101,-0.0532,80,-0.0909,0.0526,0,,,48,-0.2,-0.4,109,0.2529,0.2824,229.4407895,-0.0001,0.0286,2207,-0.0247,0.21,594318,-0.011,0.129,259,0.0571,-0.122,0.7267,0.176,0.3219
202007,56342,"isle, mn",*,244950,-0.1328,0.2251,20,0.0526,,46.5,-0.3451,0.0941,12,0.5,0.5,0,,,4,0,-0.5,11,0.375,0.2222,149.9995,-0.1296,-0.016,1768,0.0006,0.3621,263911,-0.1337,0.0992,31,0.1481,-0.4746,0.55,0.1289,0.37
202007,44203,"barberton, oh",,129050,0.1217,0.2117,49,-0.0577,-0.3553,47.5,0,0.131,32,0.1429,-0.2727,0,,,16,3,-0.4286,71,0.0441,-0.0533,91.16747347,0.0076,0.0559,1436.5,0.0098,0.0924,153304,0.0392,0.1363,120,0,-0.2053,1.449,0.1413,0.4621
202007,3782,"sunapee, nh",,499050,0.004,0.2475,18,-0.1429,-0.5385,52.5,0.1798,0.25,0,-1,-1,0,,,0,,-1,9,-0.3077,-0.1,278.7293678,0.0488,0.1818,2856,0.1688,0.4461,1300834,0.1518,0.466,27,-0.2059,-0.449,0.5,-0.119,0.2436
202007,11801,"hicksville, ny",,572549.5,-0.0112,0.0223,133,0.1176,-0.0764,36,-0.4098,-0.234,76,0.2667,0.7273,0,-1,,20,-0.1667,-0.4444,121,0.0901,2.6667,0,,,0,,,629892,-0.0047,0.0311,254,0.1043,0.435,0.9098,-0.023,0.6806
202007,72650,"marshall, ar",,94550,-0.0053,-0.0053,17,-0.1053,-0.2917,134.5,0.0386,-0.3275,4,,0,0,,,4,,0,1,0,0,77.43295019,-0.0009,0.0649,1282.5,-0.165,-0.0418,150046,-0.0345,0.3602,18,-0.1,-0.28,0.0588,0.0062,0.0172
202007,27962,"plymouth, nc",,89950,0.0576,0.0576,23,0.2778,-0.2333,154,-0.0405,-0.0065,8,1,1,0,,,4,,0,4,1,0.3333,41.93161368,-0.2014,-0.0344,1200,0,0.087,125472,-0.0624,0.1446,27,0.35,-0.1818,0.1739,0.0628,0.0739
202007,92692,"mission viejo, ca",*,808550,-0.008,0.1552,69,-0.2418,,48.5,-0.1339,-0.1491,60,0.3636,-0.0625,0,,-1,32,0.6,-0.619,90,0.1842,0.1538,398.9996824,-0.0114,0.0144,1997.5,-0.0084,0.1925,954907,0.0235,0.1905,159,-0.0479,-0.3977,1.3043,0.4692,0.885
202007,53946,"markesan, wi",*,189950,-0.1641,-0.1,13,-0.1875,,132.5,0.0729,0.1883,0,-1,-1,0,,,0,,-1,13,0,1.1667,90.31124498,-0.2744,-0.5078,1840,-0.0027,0.5333,369148,0.0003,0.1682,26,-0.1034,-0.2121,1,0.1875,0.7778
202007,23693,"yorktown, va",*,425000,-0.0173,,85,0.0625,,60.5,-0.097,,44,0.8333,-0.0833,4,0,,8,-0.3333,-0.8,15,-0.1667,0.0714,162.8514286,0,0.0451,2570,-0.0302,0,435310,-0.0516,0.1234,100,0.0204,-0.2806,0.1765,-0.0485,0.0645
202007,92373,"redlands, ca",,782050,0.1212,0.1866,66,-0.0833,-0.1951,59,-0.0484,-0.1324,36,0.2857,0,0,-1,,24,-0.3333,0,53,0.2045,-0.1017,282.768033,0.0235,0.0845,2543,0.0487,0.0435,897899,0.0652,0.088,119,0.0259,-0.156,0.803,0.1919,0.0835
202007,27403,"greensboro, nc",,309050,0.0842,0.2928,32,-0.0588,-0.0857,30,0.1321,-0.469,16,-0.2,0,0,,,8,-0.3333,-0.3333,16,0,-0.1579,0,,,0,,,343662,-0.0774,0.1222,48,-0.04,-0.1111,0.5,0.0294,-0.0429
202007,8079,"salem, nj",*,79950,0,0,56,-0.1111,,213,0.242,0.3876,4,-0.75,-0.6667,0,,,0,,-1,14,0.2727,6,79.82017982,-0.0589,0.0069,1015,0,-0.247,112205,-0.1151,-0.1456,70,-0.0541,-0.2553,0.25,0.0754,0.2283
202007,95358,"modesto, ca",,351050,-0.0069,0.0969,17,-0.0556,-0.5952,55,-0.2199,0.1458,20,1.5,0.6667,0,,,0,-1,-1,28,-0.0968,-0.2432,225.5639098,0.0031,0.0952,1518.5,0.0036,0.013,465829,0.063,-0.0092,45,-0.0816,-0.4304,1.6471,-0.0752,0.7661
202007,96789,"mililani, hi",,467050,-0.0248,-0.2492,115,0.036,0.2366,44.5,0.1266,0.6792,44,0.1,-0.2667,0,,,16,0.3333,-0.4286,0,,-1,422.3920563,0,-0.053,1057.5,-0.0981,-0.1821,570760,-0.0265,-0.2487,115,0.036,0.2234,0,0,-0.0108
202007,75693,"white oak, tx",*,199000,-0.0848,-0.0952,16,0.2308,,37.5,-0.3119,-0.5614,4,0,0,0,,,0,-1,-1,13,0,,102.5881128,-0.0237,-0.0539,1982,0.0175,-0.0557,249490,-0.2123,0.1099,29,0.1154,0.7059,0.8125,-0.1875,0.8125
202007,74953,"poteau, ok",*,176500,0,,31,-0.0606,,76.5,-0.3045,,8,-0.5,-0.5,0,,,4,,-0.6667,2,1,-0.6667,92.53625073,0.0377,0.1348,2048,0.0015,0.3078,200941,0.0128,0.3461,33,-0.0294,-0.4923,0.0645,0.0342,-0.0372
202007,13337,"fly creek, ny",*,464550,0,0,14,0.2727,0,179.5,-0.0401,,0,,,0,,,0,,,1,0,-0.6667,160.3936464,0,-0.0812,2632,0.1554,0.1964,481523,0.0877,-0.0332,15,0.25,-0.1176,0.0714,-0.0195,-0.1429
